building_id,grade,ward_id,count_floors_pre_eq,count_floors_post_eq,age_building,plinth_area_sq_ft,height_ft_pre_eq
1253ad5c1ed6,1,201506,2,2,7,650,16
1253ad5c22be,1,201506,2,2,7,700,16
1d52aef9e3f,1,201506,2,2,40,650,16
1d52aefa03a,1,201506,2,2,5,600,15
1d52aefa0fb,1,201506,2,2,8,550,16
1d52aefa3be,1,201506,2,2,1,600,16
1d52aefa41e,1,201506,1,1,2,750,10
1d52aefa548,1,201506,2,2,7,450,15
1d52aefa5ac,1,201506,2,2,3,500,15
1d52aefa5b4,1,201506,1,1,5,600,10
1d52aefa67c,1,201506,2,2,1,400,13
1d52aefa6d8,1,201506,2,2,20,700,16
1d52aefa802,1,201506,3,3,8,900,30
1d52aefa934,1,201506,1,1,1,500,8
1d52aefab8f,1,201506,1,1,10,650,7
1d52aefaeaf,1,201506,2,2,7,600,16
1d52aefaf11,1,201506,1,1,6,550,7
1d52aefaf76,1,201506,2,2,20,650,15
1d52aefaf7f,1,201506,2,2,22,600,15
1253ad5cde3f,1,201506,2,2,10,650,15
1d52aefb1ce,1,201506,2,2,10,650,16
1d52aefb2f4,1,201506,2,2,3,550,18
1253ad5d18d6,1,201506,2,2,5,550,15
1253ad5d20a7,1,201506,1,1,1,650,9
1253ad5d2c5e,1,201506,2,2,9,550,15
1d52aefb939,1,201506,2,2,14,600,16
1d52aefb9fc,1,201506,2,2,1,450,16
1d52aefbb8d,1,201506,1,1,2,450,8
1d52aefbc59,1,201506,1,1,10,450,8
1d52aefbde6,1,201506,2,2,5,650,16
1d52aefbf15,1,201506,2,2,15,700,16
1d52aefc169,1,201506,1,1,4,700,8
1d52aefc1d1,1,201506,1,1,1,750,10
1d52aefc236,1,201506,2,2,20,550,16
1d52aefc2fe,1,201506,2,2,12,750,16
1d52aefc3c4,1,201506,2,2,13,700,16
1d52aefc61d,1,201506,2,2,10,650,16
1253ad5dc0ce,1,201506,2,2,5,550,16
1d52aefc6e6,1,201506,2,2,3,650,16
1d52aefc74b,1,201506,1,1,5,400,7
1d52aefc7a6,1,201506,1,1,6,600,7
1253ad5dd06e,1,201506,2,2,7,650,16
1d52aefc875,1,201506,1,1,4,350,7
1d52aefc938,1,201506,2,2,6,500,16
1d52aefca6e,1,201506,2,2,24,650,16
1d52aefcc5d,1,201506,2,2,6,550,16
1d52b881452,1,201507,1,1,3,500,8
1d52b8815e5,1,201507,2,2,22,600,16
1d52b88164f,1,201507,2,2,30,700,16
1253b350fa1f,1,201507,1,1,10,500,10
1d52b8819d9,1,201507,2,2,10,500,14
1d52b881b71,1,201507,2,2,10,300,15
1d52b881d55,1,201507,2,2,2,550,16
1d52b882140,1,201507,1,1,10,300,8
1d52b882206,1,201507,1,1,15,400,8
1d52b88232a,1,201507,1,1,5,350,8
1d52b8828a8,1,201507,1,1,40,400,8
1d52b882e86,1,201507,2,2,10,600,16
1d52b882ee9,1,201507,2,2,10,700,16
1253b351ec4e,1,201507,1,1,1,400,8
1253b351f037,1,201507,1,1,3,400,8
1d52b88333b,1,201507,1,1,10,300,7
1d52b8833f9,1,201507,2,2,15,450,16
1d52b883409,1,201507,1,1,20,300,8
1253b35251df,1,201507,1,1,2,400,8
1253b35259ae,1,201507,1,1,10,450,8
1d52b883cf3,1,201507,1,1,10,450,8
1d52b883e8b,1,201507,1,1,7,350,8
1d52b883fb5,1,201507,2,2,4,650,17
1d52b8844ca,1,201507,1,1,4,320,8
1d52b88471a,1,201507,1,1,1,750,10
1d52b8847e6,1,201507,1,1,1,800,10
1d52b884849,1,201507,1,1,1,750,10
1d52b8848ac,1,201507,2,2,25,650,16
1253b352e267,1,201507,2,2,18,480,16
1d52b884aa5,1,201507,2,2,16,470,16
1d52b884cfb,1,201507,1,1,0,300,8
1d52b885016,1,201507,2,2,10,700,16
1d52b885029,1,201507,1,1,5,300,8
1d52b885081,1,201507,2,2,10,350,15
1d52b885210,1,201507,2,2,5,350,15
1d52b8852d7,1,201507,2,2,22,450,16
1d52c20aa75,1,201508,2,2,40,245,18
1d52c20ab3f,1,201508,2,2,14,380,16
1d52c20ab9b,1,201508,2,2,21,320,17
1d52c20acc9,1,201508,1,1,17,280,10
1d52c20b053,1,201508,1,1,2,280,10
1d52c20b118,1,201508,1,1,25,260,10
1d52c20b1e1,1,201508,1,1,7,280,10
1253b947022f,1,201508,1,1,2,260,12
1d52c20b3d4,1,201508,1,1,12,320,11
1d52c20b496,1,201508,2,2,25,155,18
1d52c20b4ff,1,201508,1,1,5,300,9
1d52c20b5ca,1,201508,2,2,5,200,12
1253b947216f,1,201508,1,1,8,180,11
1d52c20b75a,1,201508,1,1,6,180,9
1d52c20b7bf,1,201508,1,1,2,300,10
1d52c20b887,1,201508,2,2,30,720,21
1253b9473cc6,1,201508,2,2,20,320,18
1d52c20b9af,1,201508,2,2,7,360,18
1d52c20ba7b,1,201508,2,2,5,260,17
1d52c20badc,1,201508,1,1,15,480,11
1253b9475c07,1,201508,1,1,10,260,10
1d52c20bd32,1,201508,1,1,5,200,10
1d52c20bdfc,1,201508,1,1,9,300,10
1d52c20bec2,1,201508,1,1,3,180,10
1d52c20bf27,1,201508,1,1,5,340,10
1d52c20bf8c,1,201508,1,1,6,160,9
1d52c20bfed,1,201508,1,1,6,180,10
1d52c20c0b9,1,201508,1,1,10,340,10
1d52c20c17b,1,201508,1,1,2,360,10
1d52c20c244,1,201508,1,1,3,400,10
1253b9479e6e,1,201508,1,1,1,280,10
1d52c20c56b,1,201508,1,1,9,180,9
1d52c20c693,1,201508,1,1,9,300,10
1253b947cd4f,1,201508,1,1,8,220,10
1d52c20c94e,1,201508,1,1,2,140,10
1d52c20ca1b,1,201508,1,1,9,320,10
1d52c20ca7b,1,201508,1,1,20,300,10
1253b947f076,1,201508,1,1,8,260,10
1d52c20cc73,1,201508,2,2,1,280,20
1d52c20ccd5,1,201508,2,2,8,360,20
1d52c20cd38,1,201508,2,2,7,320,20
1d52c20cdfa,1,201508,2,2,9,340,20
1d52c20ce63,1,201508,2,2,7,360,20
1d52c20cf8f,1,201508,2,2,9,400,21
1d52c20cff1,1,201508,1,1,6,380,11
1d52c20d056,1,201508,2,2,12,380,20
1d52c20d18a,1,201508,1,1,2,400,10
1d52c20d249,1,201508,1,1,1,280,10
1d52c20d43f,1,201508,2,2,15,340,20
1d52c20d4a0,1,201508,2,2,12,600,20
1d52c20d569,1,201508,2,2,20,380,20
1d52c20d5da,1,201508,2,2,6,320,19
1253b948698f,1,201508,1,1,4,700,10
1d52c20d7c3,1,201508,1,1,7,700,11
1253b9486ddb,1,201508,2,2,5,400,20
1d52c20d826,1,201508,1,1,3,800,11
1d52c20d8f3,1,201508,2,2,8,280,18
1253b94884e6,1,201508,1,1,1,680,10
1d52c20da7b,1,201508,1,1,2,800,11
1d52c20dae5,1,201508,2,2,13,360,20
1d52c20dbae,1,201508,2,2,10,500,22
1d52c20dc0f,1,201508,1,1,16,155,11
1d52c20dc73,1,201508,2,2,14,220,20
1d52c20dcd8,1,201508,2,2,14,220,20
1d52c20dd39,1,201508,2,2,6,480,20
1d52c20de02,1,201508,2,2,9,360,20
1d52c20df9e,1,201508,1,1,2,380,10
1d52c20dfa8,1,201508,3,3,8,600,33
1d52c20e4a7,1,201508,1,1,1,200,10
1d52c20e508,1,201508,1,1,1,240,10
1d52c20e69c,1,201508,1,1,9,280,11
1d52c20e7c2,1,201508,2,2,38,280,21
1d52c20e894,1,201508,3,3,5,900,35
1d52c20e8f2,1,201508,1,1,2,2000,12
1d52c20e9b8,1,201508,2,2,9,500,21
1d52c20eae9,1,201508,2,2,10,320,21
1d52c20ebae,1,201508,1,1,3,480,11
1d52c20f05f,1,201508,1,1,2,700,11
1d52c20f0c2,1,201508,1,1,2,500,11
1d52c20f189,1,201508,2,2,4,560,24
1d52c20f256,1,201508,2,2,15,400,21
1d52c20f448,1,201508,1,1,4,900,12
1d52c20f4ae,1,201508,2,2,20,800,21
1d52c20f5d6,1,201508,2,2,6,700,24
1253b949adc7,1,201508,2,2,6,400,21
1d52c20f896,1,201508,2,2,12,400,21
1d52c20f8f8,1,201508,2,2,10,400,21
1d52c20fa1e,1,201508,2,2,12,300,21
1253b949dca6,1,201508,2,2,10,480,21
1253b949e476,1,201508,2,2,8,380,21
1d52c20fe6a,1,201508,2,2,10,500,21
1d52c20fed4,1,201508,2,2,20,500,21
1d52c20ff9d,1,201508,2,2,20,400,21
1253b94a0f6e,1,201508,2,2,25,380,20
1d52c2101f6,1,201508,2,2,12,400,21
1d52c210516,1,201508,3,3,8,700,30
1d52c2105dc,1,201508,1,1,6,800,11
1253b94a4363,1,201508,2,2,8,380,20
1d52c2106c9,1,201508,2,2,8,500,22
1d52c2107d1,1,201508,1,1,8,480,12
1253b94a4eb7,1,201508,2,2,7,700,24
1d52c21082e,1,201508,1,1,2,740,11
1d52c2108fa,1,201508,2,2,5,480,22
1d52c210c81,1,201508,1,1,22,150,10
1253b94a849f,1,201508,2,2,8,380,20
1d52c211068,1,201508,2,2,20,400,20
1d52c2110cc,1,201508,2,2,2,460,20
1d52c2111fa,1,201508,2,2,10,360,20
1d52c211256,1,201508,1,1,8,200,11
1d52c211387,1,201508,2,2,10,400,20
1d52c2114b7,1,201508,1,1,8,360,10
1253b94ad6a6,1,201508,1,1,1,480,11
1d52c2116aa,1,201508,2,2,5,340,20
1d52c2117ce,1,201508,2,2,15,380,18
1d52c211838,1,201508,2,2,3,300,20
1d52c21190c,1,201508,2,2,8,380,18
1d52c211968,1,201508,1,1,5,180,11
1d52c211c22,1,201508,2,2,8,480,18
1d52c211d4b,1,201508,2,2,8,480,18
1d52c211e78,1,201508,1,1,5,520,10
1d52c21206f,1,201508,2,2,2,900,22
1d52c212134,1,201508,2,2,10,360,18
1d52c212138,1,201508,1,1,5,600,11
1253b94b4fbe,1,201508,2,2,7,700,22
1d52c2122c4,1,201508,2,2,5,480,20
1d52c212325,1,201508,1,1,3,280,10
1d52cb941ba,1,201509,2,2,20,250,16
1d52cb94284,1,201509,2,2,14,260,16
1d52cb942e6,1,201509,2,2,24,450,18
1d52cb943b0,1,201509,2,2,27,200,16
1d52cb946d0,1,201509,1,1,16,260,9
1d52cb94863,1,201509,2,2,5,360,17
1d52cb9498f,1,201509,2,2,17,400,18
1d52cb94a53,1,201509,1,1,2,165,8
1d52cb94b1d,1,201509,2,2,12,300,16
1d52cb94ca8,1,201509,1,1,8,150,8
1253bf3d0a3f,1,201509,1,1,24,240,9
1d52cb94e39,1,201509,1,1,3,240,10
1d52cb94f6b,1,201509,1,1,5,200,8
1d52cb9502f,1,201509,2,2,25,324,15
1253bf3d2596,1,201509,2,2,22,400,20
1d52cb95283,1,201509,2,2,15,380,20
1d52cb952ec,1,201509,2,2,8,420,20
1d52cb95351,1,201509,2,2,6,460,20
1253bf3d4ca6,1,201509,2,2,14,400,20
1d52cb954dc,1,201509,2,2,18,300,20
1d52cb95543,1,201509,2,2,6,350,20
1d52cb95617,1,201509,1,1,1,1024,10
1d52cb9567d,1,201509,2,2,10,500,18
1d52cb956d2,1,201509,2,2,10,360,20
1d52cb95734,1,201509,2,2,8,480,20
1d52cb95802,1,201509,2,2,25,380,18
1d52cb9592f,1,201509,2,2,24,320,16
1d52cb95b1f,1,201509,2,2,15,250,15
1253bf3d92f7,1,201509,1,1,2,550,9
1d52cb95be8,1,201509,1,1,2,320,10
1d52cb95d79,1,201509,1,1,2,350,9
1253bf3dbdef,1,201509,1,1,20,250,9
1253bf3dc1d6,1,201509,2,2,12,200,18
1d52cb960fb,1,201509,2,2,30,300,17
1253bf3dd946,1,201509,2,2,14,200,15
1253bf3de116,1,201509,1,1,8,200,8
1253bf3de4fe,1,201509,1,1,9,200,9
1d52cb96418,1,201509,2,2,25,280,17
1d52cb96548,1,201509,2,2,14,220,17
1d52cb96551,1,201509,1,1,5,700,10
1253bf3e043f,1,201509,2,2,5,260,16
1253bf3e13df,1,201509,1,1,1,520,9
1253bf3e237e,1,201509,2,2,10,220,16
1d52cb96b86,1,201509,2,2,4,300,17
1253bf3e3aee,1,201509,1,1,5,560,11
1d52cb96cb5,1,201509,2,2,13,380,20
1253bf3e4e76,1,201509,2,2,2,360,20
1d52cb96f09,1,201509,2,2,8,400,20
1d52cb96fce,1,201509,1,1,2,240,11
1253bf3e69cf,1,201509,2,2,10,360,20
1d52cb9722e,1,201509,2,2,10,400,20
1d56435bb6b,1,201602,2,2,1,460,15
1255ea196d87,1,201602,2,2,1,380,16
1d564c212c3,1,201603,2,2,15,375,13
1d565f1b155,1,201605,1,1,14,264,7
1255fb711066,1,201605,2,2,0,240,12
1d5668a500f,1,201606,2,2,12,432,16
1d5668a5071,1,201606,3,3,27,510,18
1d56722df1b,1,201607,2,2,5,468,12
1d5a2bdc3b1,1,201707,1,1,1,900,10
1256075ee5a6,1,201607,1,1,14,266,9
1d567231d36,1,201607,2,2,3,247,14
1d567bbb0fd,1,201608,1,1,2,435,7
1d568541db0,1,201609,2,2,3,448,14
1d56854238e,1,201609,2,2,3,288,12
1d5685424b9,1,201609,2,2,5,200,12
1d59f2a215a,1,201701,1,1,9,300,9
1d59f2a21b9,1,201701,1,1,3,320,9
1d59f2a22e6,1,201701,2,2,15,400,15
1d59f2a253c,1,201701,2,2,18,320,15
1d59f2a266c,1,201701,2,2,15,600,15
1d59f2a272f,1,201701,2,2,2,345,15
125837a58bbe,1,201701,2,2,5,340,15
1d59f2a28c1,1,201701,2,2,14,320,15
125837a5a32e,1,201701,2,2,3,450,18
1d59f2a2a57,1,201701,2,2,10,370,15
125837a5aaff,1,201701,2,2,12,260,14
1d59f2a2be5,1,201701,1,1,2,220,8
1d59f2a2d76,1,201701,2,2,15,280,15
1d59f2a2dd2,1,201701,2,2,15,385,15
1d59f2a2e9a,1,201701,2,2,3,285,15
1d59f2a2ead,1,201701,2,2,11,235,9
125837a5d5f7,1,201701,2,2,10,300,14
1d59f2a2f64,1,201701,2,2,7,235,14
1d59f2a30f2,1,201701,1,1,2,255,8
1d59f2a315a,1,201701,2,2,13,325,14
1d59f2a31c2,1,201701,2,2,17,235,16
1d59f2a334d,1,201701,2,2,10,315,15
1d59f2a3419,1,201701,2,2,6,460,15
1d59f2a347d,1,201701,1,1,16,465,9
1d59f2a3544,1,201701,1,1,10,400,9
1d59f2a366c,1,201701,1,1,15,450,9
1d59f2a38ca,1,201701,1,1,3,175,9
1d59f2a3935,1,201701,1,1,3,345,12
1d59f2a3c46,1,201701,2,2,22,285,15
1d59f2a3c56,1,201701,1,1,10,325,9
1d59f2a3d16,1,201701,1,1,4,285,9
1d59f2a3e9f,1,201701,2,2,5,320,15
1d59f2a3f06,1,201701,2,2,1,495,15
125837a67dee,1,201701,2,2,18,320,15
1d59f2a4032,1,201701,2,2,4,285,15
1d59f2a415d,1,201701,1,1,3,180,8
1d59f2a4225,1,201701,1,1,15,385,9
1d59f2a42fd,1,201701,1,1,20,325,9
1d59f2a4357,1,201701,1,1,0,150,8
125837a6a4fe,1,201701,2,2,19,300,15
1d59f2a447a,1,201701,2,2,20,300,15
1d59f2a45a9,1,201701,1,1,0,220,8
1d59f2a4674,1,201701,1,1,15,320,8
1d59f2a479b,1,201701,2,2,7,625,15
1d59f2a4933,1,201701,2,2,5,395,15
125837a6df96,1,201701,2,2,3,685,15
1d59f2a49f3,1,201701,2,2,25,425,15
1d59f2a4b85,1,201701,2,2,15,265,15
1d59f2a4c4a,1,201701,2,2,3,525,15
1d59f2a4cc0,1,201701,1,1,4,265,10
1d59f2a4cc4,1,201701,2,2,5,385,18
1d59f2a4d1a,1,201701,1,1,6,365,9
1d59f2a4d7f,1,201701,1,1,5,325,9
1d59f2a4ddb,1,201701,1,1,6,425,9
1d59f2a4ea3,1,201701,1,1,22,420,9
1d59f2a503a,1,201701,2,2,7,385,15
1d59f2a51c7,1,201701,1,1,6,220,8
1d59f2a528c,1,201701,2,2,8,520,16
1d59fc2b7d2,1,201702,1,1,16,300,9
1d59fc2ba3a,1,201702,1,1,3,220,9
1d59fc2baf6,1,201702,2,2,3,340,16
1d59fc2bc8b,1,201702,1,1,18,300,9
1d59fc2bd51,1,201702,2,2,20,450,16
12583d9b842f,1,201702,1,1,2,300,9
1d59fc2c0d5,1,201702,2,2,0,475,17
12583d9b97b6,1,201702,1,1,20,325,9
1d59fc2c38a,1,201702,2,2,12,450,14
12583d9ba757,1,201702,2,2,3,880,15
1d59fc2c45a,1,201702,2,2,12,900,15
1d59fc2c520,1,201702,2,2,9,350,15
1d59fc2c5e3,1,201702,1,1,15,586,9
1d59fc2c714,1,201702,1,1,15,300,7
1d59fc2c90b,1,201702,1,1,1,290,9
1d59fc2c9ce,1,201702,2,2,6,600,15
1d59fc2ca92,1,201702,2,2,2,285,9
1d59fc2cafb,1,201702,2,2,4,460,16
1d59fc2cbbe,1,201702,2,2,15,480,15
1d59fc2ce18,1,201702,1,1,5,360,9
1d59fc2cee5,1,201702,2,2,2,560,15
1d59fc2cf49,1,201702,1,1,1,360,9
1d59fc2cfa8,1,201702,2,2,2,490,16
1d59fc2d0da,1,201702,1,1,1,275,8
12583d9c300f,1,201702,1,1,15,235,8
1d5a05b4f7f,1,201703,2,2,25,750,16
1d5a05b52a6,1,201703,1,1,3,400,10
1.26E+11,1,201703,2,2,1,900,18
1.26E+11,1,201703,2,2,13,800,18
1d5a05b59a9,1,201703,2,2,2,750,16
1d5a05b5bfe,1,201703,2,2,3,400,18
1d5a05b5f83,1,201703,2,2,8,400,18
1d5a05b6050,1,201703,1,1,5,550,9
1d5a05b6313,1,201703,2,2,0,800,18
1d5a05b6371,1,201703,2,2,10,500,18
1d5a05b63d4,1,201703,1,1,0,450,12
1d5a05b6500,1,201703,2,2,9,450,18
1d5a05b66f2,1,201703,2,2,15,850,18
1d5a05b69b2,1,201703,1,1,4,300,9
1d5a05b6a76,1,201703,1,1,12,400,9
1d5a05b6b3b,1,201703,2,2,23,750,18
1d5a05b6d33,1,201703,2,2,6,841,18
1258439247be,1,201703,1,1,10,700,9
1d5a05b6dfa,1,201703,1,1,10,350,9
1d5a05b6e60,1,201703,1,1,13,1188,9
1d5a05b7052,1,201703,1,1,10,425,9
1258439272b6,1,201703,1,1,12,374,9
1d5a05b7242,1,201703,1,1,7,391,9
1d5a05b7311,1,201703,1,1,1,315,9
1d5a05b743a,1,201703,2,2,6,468,16
12584392a197,1,201703,1,1,2,210,9
1d5a05b77c2,1,201703,1,1,0,364,10
1d5a05b781e,1,201703,1,1,0,330,10
1d5a05b7886,1,201703,2,2,5,493,16
1d5a05b794d,1,201703,2,2,4,260,16
1d5a05b79b6,1,201703,1,1,0,720,9
1d5a05b7c0b,1,201703,2,2,13,450,18
1d5a05b7d35,1,201703,2,2,15,450,18
1d5a05b7d9a,1,201703,1,1,20,200,9
1d5a0f3e4d2,1,201704,2,2,12,625,12
1d5a0f3e78e,1,201704,2,2,8,594,14
1d5a0f3e925,1,201704,2,2,4,540,14
1d5a0f3ea50,1,201704,1,1,6,320,7
1d5a0f3eab4,1,201704,2,2,9,828,14
1d5a0f3ed09,1,201704,1,1,2,250,8
1d5a0f3f4dc,1,201704,2,2,10,900,14
1d5a0f3f53f,1,201704,1,1,5,360,7
1d5a18c8387,1,201705,2,2,1,600,14
1d5a18c8643,1,201705,2,2,8,500,12
1d5a18c86aa,1,201705,1,1,2,250,7
1d5a18c87da,1,201705,2,2,15,500,14
1d5a18c88fe,1,201705,1,1,1,240,6
1d5a18c8ede,1,201705,2,2,2,500,14
12584f7db3ce,1,201705,2,2,22,650,14
1d5a18c932d,1,201705,1,1,2,300,6
1d5a18c952a,1,201705,1,1,1,450,10
1d5a18c9646,1,201705,2,2,11,600,14
1d5a18c96aa,1,201705,2,2,12,550,14
12584f7dee67,1,201705,1,1,20,400,7
1d5a18c989e,1,201705,1,1,10,500,7
1d5a18c9bc1,1,201705,2,2,3,700,7
1d5a18c9e17,1,201705,1,1,19,520,7
12584f7e34b7,1,201705,1,1,1,850,7
1d5a18c9f47,1,201705,1,1,22,820,7
12584f7e406f,1,201705,1,1,20,500,7
1d5a18ca0d3,1,201705,1,1,22,700,7
1d5a18ca19e,1,201705,1,1,10,450,7
1d5a18ca1fe,1,201705,1,1,11,500,7
1d5a18ca2ce,1,201705,1,1,21,540,7
1d5a18ca394,1,201705,1,1,5,620,7
1d5a18ca4c0,1,201705,1,1,3,1000,7
1d5a18ca51f,1,201705,2,2,1,500,14
1d5a18ca847,1,201705,2,2,22,650,14
1d5a18ca970,1,201705,2,2,4,560,14
1d5a18cab01,1,201705,1,1,10,450,7
1d5a18cac8e,1,201705,1,1,10,320,7
1d5a18cacf6,1,201705,1,1,5,500,7
1d5a18cadbb,1,201705,1,1,4,400,7
1d5a18cae21,1,201705,2,2,20,520,14
1d5a18caee7,1,201705,1,1,8,600,10
1d5a18cb1a4,1,201705,1,1,3,560,7
1d5a18cb203,1,201705,1,1,1,560,7
1d5a18cb2d1,1,201705,2,2,15,600,14
1d5a18cb331,1,201705,2,2,22,530,14
1d5a18cb523,1,201705,1,1,22,550,7
12584f7f1f16,1,201705,1,1,20,540,7
1d5a18cb6ba,1,201705,2,2,16,520,14
1d5a18cb8a7,1,201705,2,2,1,530,14
1d5a18cb96f,1,201705,1,1,1,450,7
1d5a18cb9d8,1,201705,1,1,4,450,7
1d5a18cc140,1,201705,2,2,8,630,14
1d5a18cc208,1,201705,1,1,2,540,7
1d5a18cc33a,1,201705,1,1,17,500,7
1d5a18cc39e,1,201705,1,1,7,500,7
1d5a18cc402,1,201705,1,1,8,800,8
1d5a22513c6,1,201706,1,1,0,425,9
1d5a2251490,1,201706,2,2,8,675,18
1d5a225155f,1,201706,2,2,10,754,18
1d5a2251753,1,201706,2,2,20,900,18
1d5a22517ae,1,201706,2,2,20,660,18
1d5a2251813,1,201706,1,1,21,400,9
1d5a22518dd,1,201706,2,2,5,450,18
1d5a2251a72,1,201706,2,2,20,900,18
1d5a2251ad6,1,201706,2,2,20,400,18
1258557317ce,1,201706,2,2,20,837,18
1d5a2251c61,1,201706,1,1,20,375,9
125855731f9e,1,201706,2,2,20,575,18
1d5a2bda859,1,201707,1,1,1,500,8
1d5a2bda9e2,1,201707,2,2,1,500,14
12585b68a6c7,1,201707,2,2,3,520,14
1d5a2bdab75,1,201707,1,1,3,500,7
1d5a2bdabd6,1,201707,1,1,1,500,7
12585b68c21f,1,201707,2,2,22,500,14
1d5a2bdad6f,1,201707,2,2,4,500,14
1d5a2bdae99,1,201707,1,1,10,500,7
1d5a2bdafc0,1,201707,2,2,50,650,14
1d5a2bdb027,1,201707,2,2,35,600,14
1d5a2bdb46f,1,201707,2,2,20,600,14
1d5a2bdb53a,1,201707,2,2,23,600,14
1d5a2bdb66b,1,201707,2,2,12,500,12
1d5a2bdb7f6,1,201707,2,2,18,540,14
1d5a2bdb85f,1,201707,2,2,10,350,14
1d5a2bdb9ee,1,201707,2,2,17,500,14
1d5a2bdbab0,1,201707,2,2,22,530,14
1d5a2bdbb12,1,201707,2,2,20,520,14
1d5a2bdbb7f,1,201707,1,1,5,155,9
1d5a2bdbdd4,1,201707,2,2,30,500,14
1d5a2bdbe38,1,201707,2,2,16,500,14
1d5a2bdc027,1,201707,2,2,14,500,14
1d5a2bdc08a,1,201707,1,1,1,500,8
1d5a2bdc1bb,1,201707,2,2,10,700,14
1d5a2bdc281,1,201707,2,2,25,560,14
1d5a2bdc2e9,1,201707,2,2,2,540,14
1d5a2bdc346,1,201707,1,1,4,530,8
1d5a2bdc4dd,1,201707,2,2,23,470,14
1d5a2bdc79b,1,201707,2,2,40,500,14
12585b69e32f,1,201707,2,2,12,600,14
1d5a2bdca50,1,201707,2,2,22,500,14
1d5a2bdcd71,1,201707,1,1,1,600,8
1d5a2bdcdd9,1,201707,1,1,12,500,8
1d5a2bdcf62,1,201707,1,1,4,520,8
1d5a2bdd08f,1,201707,2,2,2,850,14
1d5a2bdd15d,1,201707,1,1,2,400,7
1d5a2bdd288,1,201707,1,1,4,450,7
1d5a3563ed8,1,201708,2,2,28,600,14
1d5a3564004,1,201708,1,1,1,500,7
1d5a3564131,1,201708,1,1,25,520,7
1d5a3564193,1,201708,1,1,25,650,8
1d5a3564259,1,201708,2,2,23,650,14
1d5a3564387,1,201708,1,1,15,300,7
1d5a35643e7,1,201708,1,1,20,500,7
1d5a356444a,1,201708,2,2,25,500,13
1d5a35644b0,1,201708,1,1,25,500,7
1d5a3564578,1,201708,1,1,23,600,7
1d5a35645de,1,201708,2,2,23,530,14
1d5a356476b,1,201708,2,2,20,540,14
1258615ed1fe,1,201708,1,1,20,500,7
1d5a35648fc,1,201708,2,2,20,500,14
1d5a3564961,1,201708,2,2,18,500,14
1d5a3564af6,1,201708,2,2,10,1000,14
1d5a3564c1d,1,201708,1,1,7,300,7
1d5a3564d4b,1,201708,2,2,6,600,14
1d5a3564e74,1,201708,2,2,5,600,14
1258615f246a,1,201708,2,2,8,564,14
1d5a3565131,1,201708,2,2,14,600,14
1d5a3565197,1,201708,2,2,5,530,14
1d5a35651f9,1,201708,2,2,8,700,14
1d5a35654b8,1,201708,2,2,12,500,14
1d5a35657d5,1,201708,2,2,48,600,13
1d5a356596b,1,201708,1,1,3,700,7
1d5a35659c7,1,201708,1,1,15,700,7
1d5a3565a2d,1,201708,1,1,6,700,7
1d5a3565b5f,1,201708,1,1,22,400,7
1258615f9937,1,201708,1,1,20,500,7
1d5a3565c8b,1,201708,1,1,2,700,10
1d5a3565ce9,1,201708,1,1,20,600,7
1d5a3565e1a,1,201708,1,1,8,700,7
1d5a3565faa,1,201708,1,1,1,400,7
1258615fc42f,1,201708,1,1,2,600,7
1d5a35660d6,1,201708,2,2,8,700,14
1d5a356613b,1,201708,1,1,13,600,7
1d5a356619a,1,201708,2,2,20,700,14
1258615fd3cf,1,201708,1,1,5,650,7
1d5a35662c3,1,201708,2,2,12,700,14
1d5a3566521,1,201708,1,1,3,750,10
1258616002af,1,201708,2,2,20,700,14
1d5a3566712,1,201708,1,1,25,300,7
1d5a35667db,1,201708,1,1,1,400,7
1d5a3566aa3,1,201708,1,1,15,540,7
1d5a3566af9,1,201708,1,1,3,540,7
1.26E+11,1,201708,1,1,13,600,7
1d5a3566ee2,1,201708,1,1,15,300,7
1d5a356700d,1,201708,1,1,12,700,8
125861607bc6,1,201708,2,2,10,700,14
1d5a356751f,1,201708,2,2,13,650,14
1d5a356758a,1,201708,2,2,13,520,14
1d5a35676b6,1,201708,1,1,2,300,7
12586160aaa7,1,201708,2,2,1,650,14
1d5a356783f,1,201708,1,1,1,500,14
1d5a3eed4f7,1,201709,2,2,1,558,18
1d5a3eed6e7,1,201709,1,1,2,400,9
1d5a3eed7af,1,201709,2,2,1,450,18
1d5a3eed8df,1,201709,1,1,5,325,9
1d5a3eed9a7,1,201709,1,1,1,684,9
12586754841f,1,201709,1,1,3,760,9
1d5a3eedb97,1,201709,1,1,3,500,9
1d5a3eedeba,1,201709,2,2,5,704,18
1d5a3eedf16,1,201709,1,1,2,330,9
1d5a3eee171,1,201709,2,2,7,450,18
1d5a3eee29c,1,201709,1,1,3,520,9
1d5a3eee2fe,1,201709,1,1,1,375,9
1d5a3eee496,1,201709,1,1,8,375,9
1d5a3eee61e,1,201709,1,1,5,475,9
1d5a3eee751,1,201709,1,1,2,250,8
1d5a3eee817,1,201709,1,1,2,200,9
1d5a3eee8da,1,201709,1,1,15,225,9
1d5a3eeea0a,1,201709,1,1,5,490,9
1d5a3eeeb33,1,201709,1,1,5,275,9
1d5a3eeebfc,1,201709,1,1,15,375,8
1d5a3eeed2f,1,201709,2,2,8,400,18
1d5a3eeef23,1,201709,1,1,3,225,8
1d5a3eef29e,1,201709,1,1,4,225,8
1d5a3eef30a,1,201709,2,2,5,475,18
